uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MT,INDETERMINADA,OUTRO,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,6
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,4
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,4
MT,PNEUMONIA,HOSPITAL,"30 - 39",F,14
MT,PNEUMONIA,HOSPITAL,"30 - 39",M,15
MT,PNEUMONIA,IGNORADO,"30 - 39",F,4
MT,PNEUMONIA,IGNORADO,"30 - 39",M,8
MT,PNEUMONIA,OUTRO,"30 - 39",M,2
MT,SEPTICEMIA,HOSPITAL,"30 - 39",F,13
MT,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
MT,SEPTICEMIA,IGNORADO,"30 - 39",F,5
MT,SEPTICEMIA,IGNORADO,"30 - 39",M,5
MT,SEPTICEMIA,OUTRO,"30 - 39",F,1
MT,SEPTICEMIA,OUTRO,"30 - 39",M,2
MT,SRAG,HOSPITAL,"30 - 39",F,1
MT,SRAG,OUTRO,"30 - 39",F,1
PA,OUTRAS,DOMICILIO,"30 - 39",F,23
PA,OUTRAS,DOMICILIO,"30 - 39",M,60
PA,OUTRAS,HOSPITAL,"30 - 39",F,77
PA,OUTRAS,HOSPITAL,"30 - 39",M,85
PA,OUTRAS,IGNORADO,"30 - 39",F,1
PA,OUTRAS,IGNORADO,"30 - 39",M,3
PA,OUTRAS,OUTRO,"30 - 39",F,5
PA,OUTRAS,OUTRO,"30 - 39",M,16
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
PA,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
PA,OUTRAS,VIA_PUBLICA,"30 - 39",M,46
PA,COVID,HOSPITAL,"30 - 39",F,3
PA,COVID,HOSPITAL,"30 - 39",M,2
PA,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PA,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PA,INDETERMINADA,OUTRO,"30 - 39",F,1
PA,INDETERMINADA,OUTRO,"30 - 39",M,3
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,4
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,17
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,28
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PA,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PA,PNEUMONIA,HOSPITAL,"30 - 39",F,21
PA,PNEUMONIA,HOSPITAL,"30 - 39",M,39
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
PA,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
PA,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
PA,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
PA,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
PA,SEPTICEMIA,HOSPITAL,"30 - 39",F,31
PA,SEPTICEMIA,HOSPITAL,"30 - 39",M,40
PA,SEPTICEMIA,OUTRO,"30 - 39",F,1
PA,SEPTICEMIA,OUTRO,"30 - 39",M,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PA,SRAG,DOMICILIO,"30 - 39",M,1
PA,SRAG,HOSPITAL,"30 - 39",F,1
PB,OUTRAS,DOMICILIO,"30 - 39",F,17
PB,OUTRAS,DOMICILIO,"30 - 39",M,41
PB,OUTRAS,HOSPITAL,"30 - 39",F,46
PB,OUTRAS,HOSPITAL,"30 - 39",M,80
PB,OUTRAS,OUTRO,"30 - 39",F,3
PB,OUTRAS,OUTRO,"30 - 39",M,15
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PB,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
PB,OUTRAS,VIA_PUBLICA,"30 - 39",M,16
PB,COVID,HOSPITAL,"30 - 39",F,1
PB,COVID,HOSPITAL,"30 - 39",M,1
PB,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PB,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PB,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PB,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,9
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,8
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PB,PNEUMONIA,DOMICILIO,"30 - 39",F,3
PB,PNEUMONIA,DOMICILIO,"30 - 39",M,3
PB,PNEUMONIA,HOSPITAL,"30 - 39",F,14
PB,PNEUMONIA,HOSPITAL,"30 - 39",M,31
PB,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
PB,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
PB,SEPTICEMIA,HOSPITAL,"30 - 39",F,20
PB,SEPTICEMIA,HOSPITAL,"30 - 39",M,35
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,SRAG,HOSPITAL,"30 - 39",F,2
PB,SRAG,HOSPITAL,"30 - 39",M,1
PE,OUTRAS,DOMICILIO,"30 - 39",F,46
PE,OUTRAS,DOMICILIO,"30 - 39",M,98
PE,OUTRAS,HOSPITAL,"30 - 39",F,150
PE,OUTRAS,HOSPITAL,"30 - 39",M,200
PE,OUTRAS,IGNORADO,"30 - 39",F,2
PE,OUTRAS,IGNORADO,"30 - 39",M,10
PE,OUTRAS,OUTRO,"30 - 39",F,5
PE,OUTRAS,OUTRO,"30 - 39",M,51
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,11
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,22
PE,OUTRAS,VIA_PUBLICA,"30 - 39",F,8
PE,OUTRAS,VIA_PUBLICA,"30 - 39",M,94
PE,COVID,HOSPITAL,"30 - 39",M,2
PE,INDETERMINADA,DOMICILIO,"30 - 39",M,4
PE,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PE,INDETERMINADA,HOSPITAL,"30 - 39",M,2
PE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,26
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,18
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PE,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PE,PNEUMONIA,DOMICILIO,"30 - 39",M,4
PE,PNEUMONIA,HOSPITAL,"30 - 39",F,26
PE,PNEUMONIA,HOSPITAL,"30 - 39",M,46
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
PE,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,5
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,62
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,97
PE,SEPTICEMIA,IGNORADO,"30 - 39",F,1
PE,SEPTICEMIA,OUTRO,"30 - 39",M,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
PE,SRAG,DOMICILIO,"30 - 39",F,1
PE,SRAG,HOSPITAL,"30 - 39",F,2
PE,SRAG,HOSPITAL,"30 - 39",M,2
PI,OUTRAS,DOMICILIO,"30 - 39",F,20
PI,OUTRAS,DOMICILIO,"30 - 39",M,31
PI,OUTRAS,HOSPITAL,"30 - 39",F,29
PI,OUTRAS,HOSPITAL,"30 - 39",M,29
PI,OUTRAS,OUTRO,"30 - 39",F,1
PI,OUTRAS,OUTRO,"30 - 39",M,3
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PI,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,6
PI,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PI,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,11
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",M,3
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,7
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,14
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PI,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,16
PI,SRAG,HOSPITAL,"30 - 39",F,1
PR,OUTRAS,DOMICILIO,"30 - 39",F,45
PR,OUTRAS,DOMICILIO,"30 - 39",M,98
PR,OUTRAS,HOSPITAL,"30 - 39",F,184
PR,OUTRAS,HOSPITAL,"30 - 39",M,193
PR,OUTRAS,IGNORADO,"30 - 39",M,2
PR,OUTRAS,OUTRO,"30 - 39",F,11
PR,OUTRAS,OUTRO,"30 - 39",M,63
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,11
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,20
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,11
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,97
PR,COVID,DOMICILIO,"30 - 39",F,1
PR,COVID,HOSPITAL,"30 - 39",M,5
PR,INDETERMINADA,DOMICILIO,"30 - 39",F,3
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,8
PR,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PR,INDETERMINADA,OUTRO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,7
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,16
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,18
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,50
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,78
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PR,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,59
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,101
PR,SEPTICEMIA,OUTRO,"30 - 39",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
PR,SRAG,HOSPITAL,"30 - 39",F,1
PR,SRAG,HOSPITAL,"30 - 39",M,5
PR,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,OUTRAS,DOMICILIO,"30 - 39",F,65
RJ,OUTRAS,DOMICILIO,"30 - 39",M,124
RJ,OUTRAS,HOSPITAL,"30 - 39",F,259
RJ,OUTRAS,HOSPITAL,"30 - 39",M,331
RJ,OUTRAS,IGNORADO,"30 - 39",M,3
RJ,OUTRAS,OUTRO,"30 - 39",F,22
RJ,OUTRAS,OUTRO,"30 - 39",M,64
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,46
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,106
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,12
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,67
RJ,COVID,HOSPITAL,"30 - 39",F,2
RJ,COVID,HOSPITAL,"30 - 39",M,3
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,5
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,4
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,5
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,8
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,51
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,40
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
RJ,PNEUMONIA,DOMICILIO,"30 - 39",F,3
RJ,PNEUMONIA,DOMICILIO,"30 - 39",M,4
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,71
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,128
RJ,PNEUMONIA,IGNORADO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,21
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,109
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,127
RJ,SEPTICEMIA,IGNORADO,"30 - 39",M,3
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,15
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,19
RJ,SRAG,HOSPITAL,"30 - 39",F,2
RJ,SRAG,HOSPITAL,"30 - 39",M,2
RN,OUTRAS,DOMICILIO,"30 - 39",F,7
RN,OUTRAS,DOMICILIO,"30 - 39",M,20
RN,OUTRAS,HOSPITAL,"30 - 39",F,36
RN,OUTRAS,HOSPITAL,"30 - 39",M,49
RN,OUTRAS,IGNORADO,"30 - 39",M,1
RN,OUTRAS,OUTRO,"30 - 39",F,1
RN,OUTRAS,OUTRO,"30 - 39",M,3
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,14
RN,COVID,HOSPITAL,"30 - 39",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,INDETERMINADA,HOSPITAL,"30 - 39",F,2
RN,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,10
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,2
RN,PNEUMONIA,DOMICILIO,"30 - 39",M,2
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,7
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,11
RN,PNEUMONIA,IGNORADO,"30 - 39",F,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,12
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RN,SRAG,HOSPITAL,"30 - 39",F,1
RO,OUTRAS,DOMICILIO,"30 - 39",F,3
RO,OUTRAS,DOMICILIO,"30 - 39",M,7
RO,OUTRAS,HOSPITAL,"30 - 39",F,8
RO,OUTRAS,HOSPITAL,"30 - 39",M,42
RO,OUTRAS,IGNORADO,"30 - 39",M,1
RO,OUTRAS,OUTRO,"30 - 39",F,2
RO,OUTRAS,OUTRO,"30 - 39",M,13
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,18
RO,INDETERMINADA,IGNORADO,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,6
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,6
RO,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,8
RR,OUTRAS,DOMICILIO,"30 - 39",M,1
RR,OUTRAS,HOSPITAL,"30 - 39",F,11
RR,OUTRAS,HOSPITAL,"30 - 39",M,18
RR,OUTRAS,OUTRO,"30 - 39",M,1
RR,OUTRAS,VIA_PUBLICA,"30 - 39",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,3
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,1
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,3
RR,SEPTICEMIA,HOSPITAL,"30 - 39",M,2
RS,OUTRAS,DOMICILIO,"30 - 39",F,37
RS,OUTRAS,DOMICILIO,"30 - 39",M,73
RS,OUTRAS,HOSPITAL,"30 - 39",F,152
RS,OUTRAS,HOSPITAL,"30 - 39",M,158
RS,OUTRAS,IGNORADO,"30 - 39",M,2
RS,OUTRAS,OUTRO,"30 - 39",F,4
RS,OUTRAS,OUTRO,"30 - 39",M,24
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,23
RS,COVID,HOSPITAL,"30 - 39",F,4
RS,COVID,HOSPITAL,"30 - 39",M,4
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,19
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,31
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,36
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,45
RS,PNEUMONIA,IGNORADO,"30 - 39",F,1
RS,PNEUMONIA,IGNORADO,"30 - 39",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,55
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,57
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,2
RS,SRAG,HOSPITAL,"30 - 39",F,1
RS,SRAG,HOSPITAL,"30 - 39",M,3
SC,OUTRAS,DOMICILIO,"30 - 39",F,20
SC,OUTRAS,DOMICILIO,"30 - 39",M,41
SC,OUTRAS,HOSPITAL,"30 - 39",F,107
SC,OUTRAS,HOSPITAL,"30 - 39",M,116
SC,OUTRAS,OUTRO,"30 - 39",F,2
SC,OUTRAS,OUTRO,"30 - 39",M,25
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,13
SC,COVID,HOSPITAL,"30 - 39",F,1
SC,COVID,HOSPITAL,"30 - 39",M,3
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",M,1
SC,INDETERMINADA,OUTRO,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,18
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,18
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,4
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,31
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,40
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SC,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
SC,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,44
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,42
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,SRAG,HOSPITAL,"30 - 39",M,2
SE,OUTRAS,DOMICILIO,"30 - 39",F,3
SE,OUTRAS,DOMICILIO,"30 - 39",M,7
SE,OUTRAS,HOSPITAL,"30 - 39",F,23
SE,OUTRAS,HOSPITAL,"30 - 39",M,35
SE,OUTRAS,IGNORADO,"30 - 39",F,1
SE,OUTRAS,IGNORADO,"30 - 39",M,1
SE,OUTRAS,OUTRO,"30 - 39",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
SE,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,10
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
